,class,question,sub_class
4808,HUM,Who is the richest woman in the world ?,ind
4809,LOC,Where can I take a test that will tell me what I should be when I grow up ?,other
4810,DESC,What caused the death of Bob Marley ?,reason
4811,HUM,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?",title
4812,ENTY,What daily newspaper will `` help you see clearer across the USA '' ?,cremat
4813,LOC,What lake in Scotland is said to hold one or more monsters ?,other
4814,HUM,Who were the 1974 Oscar winners ?,ind
4815,HUM,What kind of business is 7-Eleven ?,gr
4816,DESC,What is Sinn Fein ?,def
4817,ENTY,"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?",dismed
4818,ENTY,What do river otters eat ?,food
4819,HUM,"Who wrote the book , `` Huckleberry Finn '' ?",ind
4820,HUM,Who would you use the Heimlich maneuver on ?,ind
4821,LOC,What famed library can you reach by dialing 22-287-5 ?,other
4822,ENTY,What five-time winner of the Kentucky Derby lost his first 25 races ?,animal
4823,ENTY,What did Vasco da Gama discover ?,other
4824,DESC,What is Megan 's law ?,def
4825,LOC,Where can I get a complete listing of showtimes in my area ?,other
4826,LOC,Where 's Montenegro ?,other
4827,DESC,What is usenet for the Internet ?,def
4828,DESC,What are field effect transistors ?,def
4829,ENTY,What was the killer whale who died at Sea World of a fungal infection named ?,animal
4830,DESC,What is witch hazel ?,def
4831,ENTY,What is state tree of Nebraska ?,plant
4832,LOC,Where is Glasgow ?,other
4833,DESC,Why is Chicago named Chicago ?,reason
4834,ENTY,What three colors of ink are used to print a U.S. dollar bill ?,color
4835,DESC,What exactly is the purpose of the anteater ?,reason
4836,ENTY,What is the correct way to use `` may '' vs. `` might '' ?,techmeth
4837,LOC,What North American city boasts the biggest Polish population ?,city
4838,HUM,"What radio , TV and movie character did Jackie Gleason and William Bendix play ?",ind
4839,LOC,"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?",other
4840,ENTY,What does a pedometer measure ?,other
4841,NUM,What is Maurizio Pellegrin 's age ?,period
4842,NUM,How many thousands of students attend the University of Massachusetts ?,count
4843,HUM,Name the U.S. Senate majority leader and the Speaker of the House .,ind
4844,HUM,What name did football 's New York Titans adopt in 1963 ?,gr
4845,HUM,What female suspect in the game of Clue is single ?,ind
4846,HUM,Who owns CNN ?,ind
4847,NUM,About how many Americans are still unaccounted for from the Vietnam war ?,count
4848,NUM,What is the chemical reactivity of neon ?,other
4849,DESC,What is an auto-commentary ?,def
4850,LOC,What is the oldest website on the Internet ?,other
4851,DESC,What is deconstructionism ?,def
4852,DESC,What did Lenny Bruce say that got him arrested ?,desc
4853,ENTY,What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?,cremat
4854,ENTY,What is a fear of speaking ?,dismed
4855,ENTY,What was Hitler 's favorite movie ?,cremat
4856,DESC,Why do airliners crash vs. gliding down ?,reason
4857,DESC,What are those little blue reflectors in the middle of the road for ?,reason
4858,HUM,"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?",ind
4859,DESC,How is saline used in medicine ?,manner
4860,ENTY,"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?",termeq
4861,ENTY,"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?",event
4862,LOC,What country are you visiting if you land at President Duvalier Airport ?,country
4863,HUM,What attorney-general ordered the closing of Alcatraz ?,ind
4864,LOC,What is the capital of Congo ?,city
4865,DESC,What is the text of the Fifth Amendment ?,desc
4866,LOC,What is a country that starts with the letter x ?,country
4867,LOC,What countries earn the most from tourism ?,country
4868,DESC,What is the Internet2 ?,def
4869,LOC,Which city in China has the largest number of foreign financial companies ?,city
4870,NUM,When are the Oscars Academy Awards in 1999 ?,date
4871,HUM,Who was the prophet of the Jewish people ?,ind
4872,HUM,What is the most common name ?,ind
4873,HUM,Who was the oldest U.S. president ?,ind
4874,ENTY,"What common plant has a button , cap , cup , gills , and ring ?",plant
4875,NUM,When was Dubai 's first concrete house built ?,date
4876,DESC,What is the Milky Way ?,def
4877,DESC,What is Remembrance Day all about ?,desc
4878,ENTY,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,food
4879,HUM,What diamond producer controls about 80% of the world 's diamonds ?,gr
4880,HUM,Who is the prophet of the religion of Islam ?,ind
4881,HUM,Who portrayed Maggio in the film From Here to Eternity ?,ind
4882,LOC,Where are zebras most likely found ?,other
4883,NUM,What are the odds of giving birth to twins ?,perc
4884,LOC,"What is the best place to live in the world , considering climate , civilization ?",other
4885,DESC,What is meant by `` capital market '' ?,def
4886,DESC,"In My Antonia , how is Mr. Shimerda out of place on the farm ?",manner
4887,ENTY,What ship did Lloyd M. Bucher command ?,veh
4888,ENTY,Name a medicine commonly used to combat AIDS ?,dismed
4889,DESC,What is the difference between hair and fur ?,desc
4890,DESC,What is the difference between love and infatuation ?,desc
4891,HUM,Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .,ind
4892,ENTY,What foods contain vitamin B12 ?,food
4893,NUM,What is the amount of money owed for illegally having a dog on a beach ?,money
4894,ENTY,What are the first and last letters of the Greek alphabet ?,letter
4895,LOC,What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?,other
4896,NUM,How big is the largest diamond ?,volsize
4897,ENTY,What are some ways to help someone with Chicken Pox ?,techmeth
4898,DESC,How do I find out the exact time of a sunset for a particular day ?,manner
4899,NUM,When did the original Howdy Doody show go off the air ?,date
4900,NUM,How many languages are there in the world ?,count
4901,HUM,Who was Picasso ?,desc
4902,HUM,Who were the only two bald U.S. Presidents ?,ind
4903,HUM,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?,ind
4904,LOC,What river flows past the Temple of Karnak ?,other
4905,HUM,What comedian was The Perfect Fool ?,ind
4906,DESC,What are the benefits of a rowing machine ?,desc
4907,LOC,Where do you find information about the Queensland National Competition Policy,other
4908,DESC,What 's a `` coup de poing '' to a French boxer ?,def
4909,DESC,What 's the difference between carelessness and carefreeness ?,desc
4910,ENTY,What is the Islamic counterpart to the Red Cross ?,termeq
4911,DESC,Why does tuberculosis afflict people ?,reason
4912,HUM,Who loved Flash Gordon besides Dale ?,ind
4913,DESC,What is tyvek ?,def
4914,ENTY,What do humans catch zoonose diseases from ?,other
4915,DESC,How did Asia get its name ?,manner
4916,ENTY,What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?,veh
4917,LOC,Where can I get information on the original 13 US colonies ?,other
4918,ENTY,For what disease is the drug Sinemet used as a treatment ?,dismed
4919,ENTY,What are three ways in which wind is created on the earth ?,techmeth
4920,ENTY,What gender is not allowed to vote in Kuwait ?,other
4921,NUM,How many inches over six feet is Tom Selleck ?,count
4922,ENTY,What is the name of the disease that actress Hunter Tylo 's baby girl has ?,dismed
4923,HUM,Who 's the only president buried in Washington,ind
4924,NUM,How much could you rent a Volkswagen bug for in 1966 ?,money
4925,HUM,Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?,ind
4926,NUM,"What is the mean income of the top 10% , top 5% , and top 1% ?",money
4927,LOC,What North American city sprouts the most parking meters ?,city
4928,LOC,What is the largest and most expensive freeway construction project in the U.S. right now ?,other
4929,DESC,What can I do to get into an Ivy League school ?,desc
4930,ENTY,What film did Louise Fletcher win the best actress Oscar for ?,cremat
4931,LOC,Where did Gulliver find a race of tiny people ?,other
4932,ENTY,"What 1950 film won seven Oscars , including best picture ?",cremat
4933,NUM,How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?,count
4934,NUM,How much do tuberculosis combatting drugs cost ?,money
4935,HUM,President Bush compared Saddam Hussein to whom ?,ind
4936,HUM,What 's the name of Pittsburgh 's baseball team ?,gr
4937,ENTY,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?,cremat
4938,HUM,"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?",ind
4939,HUM,Who created the character James Bond ?,ind
4940,ENTY,What type of exercise burns the most calories ?,sport
4941,DESC,What is `` the only cigarette made with no leftovers '' ?,desc
4942,LOC,Where did the Japanese Imperial Forces surrender to end WWII ?,other
4943,ABBR,What is Mikhail Gorbachev 's middle initial ?,abb
4944,NUM,How many rows of whiskers does a cat have ?,count
4945,HUM,What British general surrendered to the colonial army at Saratoga ?,ind
4946,DESC,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",manner
4947,ENTY,"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?",product
4948,NUM,What is the world population as of today ?,count
4949,DESC,What is the history of Buffalo chicken wings ?,desc
4950,DESC,What is humidity ?,def
4951,ENTY,"What kind of creatures are black , yellow , and brown bullheads ?",animal
4952,LOC,What city would you be in if you were feeding the pigeons in the Piazza San Marco ?,city
4953,HUM,What artist 's studio was the Bateau-Lavoir in Montmartre ?,ind
4954,LOC,What is the name of the planet that the Ewoks live on ?,other
4955,NUM,How many words are there in the Spanish language ?,count
4956,LOC,Where is there information on the novel `` El Cid '' ?,other
4957,ENTY,What is the chemical formula for napalm ?,symbol
4958,DESC,What is yohimbine ?,def
4959,DESC,What is `` Chicago Hope '' ?,def
4960,NUM,How many members of a family could be drafted in the U.S. military during World War II ?,count
4961,HUM,"Who wrote the song , `` Silent Night '' ?",ind
4962,HUM,What company is the largest Japanese ship builder ?,gr
4963,ABBR,What does the `` blue ribbon '' stand for ?,exp
4964,NUM,What is the average date when most malls begin putting up Christmas holiday decorations ?,date
4965,NUM,How many characters are in the Chinese alphabet ?,count
4966,LOC,Where is Burma ?,other
4967,HUM,Who wrote The Collector ?,ind
4968,HUM,Which major diamond producer is based in South Africa ?,gr
4969,HUM,Who was Samuel Johnsons 's friend and biographer ?,ind
4970,HUM,What kind of women gave Sigmund Freud erotic dreams ?,ind
4971,ENTY,What are the Cleveland Indians also called ?,termeq
4972,ENTY,What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?,other
4973,NUM,How many hummingbird eggs could fit in one ostrich egg ?,count
4974,HUM,"Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?",ind
4975,HUM,Who played the father on `` Charles in Charge '' ?,ind
4976,NUM,What is the gestation period for human pregnancies ?,period
4977,LOC,Where did the name Daniel originate ?,other
4978,ENTY,What are common methods used to regulate monopolies ?,techmeth
4979,DESC,What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?,def
4980,NUM,How long does the average domesticated ferret live ?,period
4981,ENTY,Name the Islamic counterpart to the Red Cross .,termeq
4982,ENTY,What are the historical trials following World War II called ?,event
4983,LOC,What states do not have state income tax ?,state
4984,LOC,What city has the two steepest streets in the U.S. ?,city
4985,DESC,What is Margaret Thatcher known for ?,reason
4986,LOC,Name the country of giants twelve times the size of man in `` Gulliver 's Travels . '',country
